price,bedrooms,bathrooms,sqft_living,sqft_lot,floors,waterfront,view,condition,grade,sqft_above,sqft_basement,zipcode,lat,long,sqft_living15,sqft_lot15,sale_year,sale_month,house_age,is_renovated,log_price
472500,3,2.5,1650,3711,2.0,0,0,3,8,1650,0,98052,47.6863,-122.093,1760,3762,2014,9,18,0,13.065795142315812
478000,3,2.25,1640,3896,2.0,0,0,3,8,1640,0,98029,47.5689,-122.006,1780,3999,2014,7,20,0,13.077368103521614
162248,2,1.0,800,8960,1.0,0,0,4,6,800,0,98058,47.4756,-122.174,850,8082,2015,4,71,0,11.996887471219146
230000,3,2.25,1830,11331,1.0,0,0,3,7,1250,580,98001,47.2899,-122.287,2240,16433,2015,4,50,0,12.345838935721968
400000,3,1.0,1300,14138,1.0,0,0,4,7,1300,0,98005,47.593,-122.165,2440,12196,2014,12,71,0,12.899222326086994
355000,3,2.25,1280,959,3.0,0,0,3,8,1280,0,98103,47.6914,-122.343,1130,1126,2014,5,9,0,12.779875885354993
322000,3,1.75,1510,8400,1.0,0,0,2,7,980,530,98045,47.4476,-121.771,1500,10125,2015,2,36,0,12.682309930111785
557000,4,1.75,2660,11315,2.0,0,0,4,8,2660,0,98074,47.6204,-122.044,1980,11315,2014,12,31,0,13.230322314239945
352000,3,2.25,1640,11050,1.0,0,0,4,8,1640,0,98059,47.4723,-122.121,1870,11050,2014,5,42,0,12.771389295485289
691000,4,2.75,2550,8632,1.0,0,0,3,8,1700,850,98033,47.6477,-122.197,2550,9534,2014,5,42,0,13.445896549926763
239900,2,1.0,910,9000,1.0,0,0,4,6,910,0,98045,47.4463,-121.771,1410,9440,2014,10,31,0,12.3879816172226
1950000,4,3.25,7420,167869,2.0,0,3,3,12,7420,0,98045,47.4548,-121.764,5610,169549,2015,1,13,0,14.48334044336031
230000,2,0.75,650,5360,1.0,0,0,4,5,650,0,98133,47.7281,-122.335,1110,6700,2014,5,83,0,12.345838935721968
687500,2,1.0,1040,7200,1.0,0,0,4,6,1040,0,98033,47.6823,-122.203,1640,7200,2015,5,60,0,13.44081856306726
565000,4,1.0,2170,12100,1.0,0,0,5,7,2170,0,98033,47.6893,-122.164,1270,12844,2015,2,54,0,13.244582780038517
374000,3,1.0,1200,9800,1.0,0,0,4,7,1200,0,98072,47.7412,-122.109,1220,10220,2014,5,43,0,12.832013750189885
540000,4,3.5,3510,6005,2.0,0,0,3,8,2750,760,98065,47.5168,-121.87,3090,5866,2014,9,4,0,13.199326270390594
657000,2,3.0,1570,1281,3.0,0,0,3,8,1570,0,98107,47.6741,-122.384,1570,2500,2015,1,1,0,13.395440819535605
510000,5,3.25,3400,4499,2.0,0,0,3,8,2740,660,98065,47.5385,-121.88,3400,6163,2015,2,10,0,13.1421679654829
999000,3,2.75,2830,505166,1.0,1,3,4,8,1830,1000,98070,47.3782,-122.514,2120,21988,2014,11,52,0,13.81451105863119
540000,7,5.75,3700,7647,2.0,0,1,3,8,3700,0,98155,47.7393,-122.289,2510,7479,2014,5,66,1,13.199326270390594
224000,3,1.75,1100,10125,1.0,0,0,4,7,1100,0,98092,47.3232,-122.103,1520,10125,2014,12,45,0,12.319405795112926
215000,4,2.25,1900,9600,1.0,0,0,4,7,1900,0,98031,47.4208,-122.2,2040,9600,2014,12,47,0,12.278397958261774
499950,3,2.25,2880,7200,1.0,0,0,3,8,1710,1170,98133,47.7707,-122.35,1880,10200,2014,10,44,0,13.122265372602016
231000,3,1.75,1220,8817,1.0,0,0,3,7,1220,0,98023,47.3111,-122.396,2000,8028,2015,4,37,0,12.35017731849889
335000,3,1.75,1790,5120,1.0,0,0,4,6,940,850,98106,47.5277,-122.355,1160,5120,2014,9,65,0,12.721888795877375
509000,2,2.0,1560,4675,1.0,0,0,3,8,1560,0,98053,47.7086,-122.019,1870,6361,2014,9,8,0,13.140205260167273
825000,3,2.25,2520,7975,2.0,0,0,4,9,1550,970,98033,47.6704,-122.183,2520,9900,2014,11,24,0,13.623139877437296
325000,2,0.75,1020,1076,2.0,0,0,3,7,1020,0,98144,47.5941,-122.299,1020,1357,2014,10,6,0,12.691583538230217
1160000,4,3.75,3560,13959,2.0,0,0,4,9,3560,0,98040,47.5575,-122.211,3320,11834,2015,4,43,0,13.963931425151141
307999,4,2.75,2420,8438,2.0,0,0,3,8,2420,0,98022,47.2091,-122.009,2420,8580,2014,7,18,0,12.637855061955712
620000,4,4.0,2850,2970,2.0,0,0,3,8,2120,730,98029,47.547,-122.01,2380,3559,2014,10,15,0,13.3374763699232
942500,4,3.25,3570,14408,2.0,0,2,3,10,3570,0,98065,47.536,-121.857,4100,14577,2014,10,8,0,13.756292259311698
480000,4,1.75,1840,9250,1.0,0,0,4,7,980,860,98133,47.708,-122.337,1520,9250,2015,4,59,0,13.081543466215237
379000,4,1.5,2020,7560,1.0,0,0,4,7,2020,0,98059,47.502,-122.146,1410,8080,2014,6,54,0,12.84529412258351
1017000,4,1.75,2600,41041,1.5,0,0,4,8,2600,0,98033,47.6634,-122.172,2750,37318,2014,7,49,0,13.832368658314383
387846,4,1.75,2520,15205,1.0,0,0,4,7,2040,480,98028,47.7642,-122.264,1680,10000,2014,12,60,0,12.868366210940025
230000,4,1.5,1520,8800,1.0,0,0,4,7,1520,0,98002,47.3136,-122.208,1370,8800,2014,7,54,0,12.345838935721968
510000,3,1.75,1610,11950,1.0,0,2,3,7,1210,400,98052,47.6705,-122.138,1610,9363,2014,9,30,0,13.1421679654829
780000,4,2.5,3140,14421,2.0,0,0,3,10,3140,0,98075,47.5943,-122.018,3140,17417,2014,7,20,0,13.567050480716235
990000,4,2.5,2430,6325,2.0,0,0,4,8,2020,410,98109,47.6413,-122.354,2340,4375,2014,8,95,0,13.805461232211272
353000,4,2.5,1912,5000,2.0,0,0,3,8,1912,0,98001,47.3511,-122.275,2020,5000,2014,11,2,0,12.77422616877261
260000,4,1.75,1830,5375,1.0,0,0,2,7,1060,770,98198,47.4169,-122.316,1040,7500,2014,11,52,0,12.468440756144114
315500,3,2.0,1160,10079,1.0,0,0,3,7,1160,0,98019,47.7341,-121.976,1130,10087,2015,3,29,0,12.66191713053049
389000,5,2.0,2330,10750,1.0,0,0,4,7,1190,1140,98028,47.7325,-122.245,1830,10180,2014,5,52,0,12.871337193291367
268000,4,3.0,1840,7510,2.0,0,0,5,8,1840,0,98092,47.2595,-122.218,1650,7957,2014,10,26,1,12.498745990829315
577500,2,2.5,2330,3000,2.0,0,3,3,8,2330,0,98144,47.5953,-122.294,1760,4000,2015,4,100,1,13.266465452978318
715000,4,3.25,2630,7770,2.0,0,0,3,9,2630,0,98126,47.5459,-122.377,1370,7770,2015,2,1,0,13.480039220276565
485000,4,2.75,2910,16362,1.0,0,2,4,9,2120,790,98003,47.3397,-122.322,2850,14904,2015,4,46,0,13.091906231773164
1017000,3,2.5,2605,2216,2.0,0,2,4,9,2090,515,98033,47.6529,-122.202,2605,1979,2015,3,36,0,13.832368658314383
450000,3,1.0,1060,4650,1.0,0,0,3,7,910,150,98116,47.5784,-122.393,1480,4750,2015,3,65,0,13.017005083966255
895000,5,2.5,2550,20875,1.0,0,0,4,9,1610,940,98004,47.6336,-122.192,2510,21673,2014,6,61,0,13.704580114574805
460000,4,3.0,2230,108900,1.0,0,0,3,7,1410,820,98065,47.52,-121.845,1960,65340,2014,10,36,0,13.038983942375959
698000,6,2.5,2680,11250,1.0,0,0,5,7,1340,1340,98033,47.6553,-122.19,2200,9875,2014,9,47,0,13.455975814408239
540000,5,1.0,2480,4400,1.5,0,0,3,7,1640,840,98122,47.6046,-122.3,1940,4400,2015,3,96,0,13.199326270390594
448000,2,2.0,1670,7772,1.0,0,0,4,6,860,810,98126,47.5461,-122.377,1300,7770,2015,3,96,0,13.012550743537489
808000,3,2.5,2550,6240,1.0,0,3,5,8,1750,800,98117,47.6992,-122.387,2180,5200,2014,8,57,0,13.60231857512623
170000,3,1.75,1370,10780,1.0,0,0,3,7,1370,0,98168,47.4727,-122.298,1370,10317,2015,1,56,0,12.04355959836804
2050000,4,3.0,4280,18834,1.0,0,4,5,11,2180,2100,98116,47.5811,-122.4,2490,8858,2014,11,43,0,14.53335083891935
486940,4,2.5,3250,13360,2.0,0,0,3,9,3250,0,98030,47.3524,-122.198,2612,14448,2014,9,0,0,13.095898244828154
915557,5,3.25,3740,11536,2.0,0,0,4,9,2540,1200,98006,47.5599,-122.108,2920,11258,2015,3,31,0,13.727288994448784
649000,2,1.0,1280,4840,1.0,0,0,3,7,1200,80,98115,47.6762,-122.299,1860,5500,2015,3,107,0,13.38318953651709
550000,3,2.5,1930,6604,2.0,0,0,3,7,1930,0,98166,47.4692,-122.351,910,6604,2015,2,1,0,13.217675375388819
239000,3,2.5,1360,5754,2.0,0,0,3,7,1360,0,98030,47.3645,-122.183,1360,7050,2014,11,20,0,12.384223015005313
442000,2,1.0,990,4313,1.5,0,2,4,6,990,0,98126,47.5677,-122.38,1480,5750,2014,10,97,0,12.999067423500716
709000,4,1.0,1680,4087,1.5,0,0,3,7,1680,0,98103,47.6667,-122.337,1740,3745,2014,9,103,0,13.471612215950506
442000,3,2.5,1980,39932,2.0,0,0,3,8,1980,0,98011,47.7433,-122.196,2610,12769,2014,8,20,0,12.999067423500716
490000,3,2.25,2550,8588,1.0,0,4,3,9,2550,0,98011,47.7711,-122.195,3050,8588,2014,8,25,0,13.102162710901053
595000,3,2.5,2660,10637,2.0,0,0,3,9,2660,0,98011,47.7383,-122.22,2590,8637,2014,8,23,0,13.296318365198623
205000,3,1.0,960,7314,1.0,0,0,5,6,960,0,98002,47.2891,-122.221,990,7314,2014,6,54,0,12.230770136157428
393000,5,2.0,1820,5054,1.0,0,0,4,7,910,910,98108,47.5547,-122.299,1180,5628,2015,3,45,0,12.881567435377423
485000,3,1.75,2590,8384,1.0,0,0,4,8,1590,1000,98011,47.7739,-122.199,2590,8800,2014,8,43,0,13.091906231773164
705000,4,2.0,2040,5050,1.0,0,0,5,7,1160,880,98115,47.6885,-122.324,2040,5050,2015,2,78,0,13.465954500233115
910000,3,2.5,2030,1160,3.0,0,0,3,9,1970,60,98004,47.6213,-122.2,1950,1160,2015,2,8,0,13.721200977393528
780000,3,2.25,2140,3000,2.0,0,0,3,9,2140,0,98103,47.6767,-122.351,1430,4712,2014,6,109,1,13.567050480716235
721000,3,2.25,2040,18360,2.0,0,0,4,8,2040,0,98052,47.6976,-122.137,2590,21315,2015,4,32,0,13.488395803228677
600000,3,3.5,2710,3290,2.0,0,0,3,8,1650,1060,98027,47.5367,-122.072,2440,3290,2014,10,8,0,13.304686600863562
258000,5,2.0,2260,12500,1.0,0,0,4,8,1130,1130,98032,47.3887,-122.286,1360,18000,2014,10,54,0,12.460718739865236
500000,4,2.5,2040,6685,2.0,0,0,3,8,2040,0,98133,47.7413,-122.354,1890,8253,2014,8,16,0,13.122365377402328
695000,3,3.5,2630,4713,2.0,0,2,3,9,2030,600,98027,47.5473,-122.016,2450,4187,2014,11,6,0,13.451668563394815
350000,4,2.75,2300,3175,1.5,0,0,3,6,1340,960,98144,47.5732,-122.305,1260,3175,2014,10,48,0,12.765691290604371
235000,3,2.0,1090,8400,1.0,0,0,4,6,1090,0,98168,47.4942,-122.322,1100,10850,2015,1,54,0,12.367345048436391
812000,3,3.25,3240,8338,2.0,0,0,3,9,3240,0,98074,47.6321,-122.064,3420,8405,2014,6,13,0,13.60725685067015
277000,4,3.0,1960,5160,1.0,0,0,3,7,1170,790,98106,47.5313,-122.36,1960,5160,2015,2,14,0,12.531776395271262
416000,3,2.0,2220,94300,1.0,0,0,5,7,1640,580,98010,47.3459,-121.95,2070,80100,2015,4,39,0,12.938442943086665
315000,3,1.5,1700,8067,1.0,0,0,3,7,1250,450,98155,47.7384,-122.324,1340,7869,2014,11,58,0,12.660331092405906
303500,6,4.5,3390,7200,2.0,0,0,3,8,2440,950,98118,47.5205,-122.288,2040,7214,2015,1,8,0,12.623140184369177
440000,4,2.75,2340,11034,1.0,0,0,3,8,1720,620,98155,47.7686,-122.278,2370,11941,2014,6,47,0,12.994532278619134
519900,4,2.0,1820,9350,1.0,0,0,4,8,1820,0,98052,47.6288,-122.098,2260,9299,2014,5,47,0,13.161393687816775
465000,3,2.5,1890,4808,2.0,0,0,3,8,1890,0,98065,47.5348,-121.866,2460,5348,2015,4,15,0,13.049794835104816
440000,3,1.75,1430,8400,1.0,0,0,4,7,1430,0,98008,47.6073,-122.127,1570,7800,2014,8,53,0,12.994532278619134
200000,4,2.0,2090,6630,1.0,0,0,3,7,1070,1020,98178,47.5077,-122.268,1550,7980,2014,7,40,0,12.206077645517674
426700,3,1.75,2080,7700,1.0,0,0,5,7,1600,480,98056,47.5375,-122.178,1680,7700,2014,12,46,0,12.963838812740255
232603,3,1.75,1750,11461,2.0,0,0,4,7,1750,0,98002,47.3173,-122.21,2140,11276,2014,6,38,0,12.357092715823393
456150,3,2.25,1750,12408,1.0,0,0,5,7,1150,600,98155,47.7509,-122.3,1820,12977,2014,12,52,0,13.030579174032535
850000,2,2.5,1611,2210,2.0,0,2,3,10,1611,0,98109,47.6291,-122.347,2070,2182,2015,1,10,0,13.652992804936396
427874,3,3.0,2340,5002,2.0,0,0,3,8,2340,0,98045,47.4831,-121.773,2790,5375,2014,6,1,0,12.966586375832486
1565000,4,3.5,5370,323215,2.0,0,0,3,10,5370,0,98075,47.6003,-122.076,3780,9891,2015,4,13,0,14.263397020933823
1160000,4,2.5,3860,10361,2.0,0,2,4,10,2940,920,98006,47.5517,-122.147,3720,13155,2014,7,29,0,13.963931425151141
652500,4,2.5,2540,38677,2.0,0,0,3,9,2540,0,98053,47.6694,-122.044,2560,36280,2014,6,27,0,13.38856795074486
635000,4,3.25,2690,7200,2.0,0,3,3,9,1720,970,98155,47.7341,-122.288,2400,8845,2014,8,36,0,13.361381852676738
156000,1,0.75,470,15000,1.0,0,0,3,4,470,0,98014,47.6554,-121.908,1730,22500,2015,2,68,0,11.957617696467539
455000,4,2.5,2090,4400,2.0,0,0,3,8,2090,0,98118,47.5403,-122.286,2090,3430,2014,7,3,0,13.02805489573287
274950,3,2.0,1410,7265,1.0,0,0,4,7,1410,0,98042,47.3654,-122.076,1390,8060,2015,1,32,0,12.524348178954261
296000,3,1.75,1360,10742,1.0,0,0,5,7,960,400,98058,47.4351,-122.173,1830,9000,2014,9,43,0,12.598118111678868
925000,4,2.5,3540,18168,2.0,0,0,3,10,3540,0,98006,47.5441,-122.131,4130,11180,2014,12,18,0,13.73755009757506
205000,3,1.0,1050,8498,1.0,0,0,3,7,1050,0,98031,47.4038,-122.203,1340,8498,2014,6,56,0,12.230770136157428
395000,1,1.0,900,6380,1.0,0,0,3,6,900,0,98125,47.7019,-122.311,1830,6380,2015,4,68,0,12.886643575525625
1393000,3,3.5,4240,21578,2.0,0,0,3,10,3500,740,98040,47.5614,-122.215,3120,16440,2014,12,20,0,14.146970970636774
353000,4,2.5,1830,5331,2.0,0,0,3,7,1830,0,98038,47.3557,-122.016,1830,5175,2014,12,12,0,12.77422616877261
955000,4,3.25,3720,6765,2.0,0,0,3,9,3720,0,98053,47.688,-122.018,3100,6790,2015,3,3,0,13.769467666582738
590000,4,2.5,2940,12600,1.0,0,0,4,8,1850,1090,98074,47.6294,-122.062,2030,11770,2015,3,41,0,13.28787951079572
760000,4,3.25,2690,3995,2.0,0,0,3,9,2060,630,98136,47.532,-122.384,1810,4590,2015,3,1,0,13.541075028051122
445000,4,2.5,2340,3784,2.0,0,0,3,8,2340,0,98106,47.535,-122.348,1730,4000,2014,6,6,0,13.005831808336863
290000,3,1.75,1340,63597,1.0,0,0,4,7,1340,0,98038,47.4379,-122.011,1950,87120,2014,11,51,0,12.577639650232573
1300000,6,4.5,3902,3880,3.0,0,4,4,9,2782,1120,98116,47.5837,-122.399,1100,3870,2014,6,37,0,14.077875591662238
689950,4,2.75,2520,8433,2.0,0,0,3,8,2520,0,98125,47.7214,-122.289,1890,7772,2014,8,0,0,13.44437585955904
345000,2,1.0,970,10423,1.0,0,0,3,7,970,0,98133,47.7252,-122.331,1200,7857,2014,10,67,0,12.75130259456002
589000,4,2.5,2630,15000,2.0,0,0,5,8,2630,0,98027,47.5262,-122.028,1770,8700,2014,10,52,0,13.286183160425152
520000,2,2.25,1530,981,3.0,0,0,3,8,1480,50,98103,47.6533,-122.346,1530,1282,2014,10,8,0,13.161586013632684
421000,4,2.25,1310,8400,1.0,0,0,4,7,1310,0,98034,47.7317,-122.181,1600,8400,2014,11,48,0,12.95039048795861
203000,2,1.0,1080,9067,1.0,0,0,3,6,1080,0,98168,47.4815,-122.331,1080,6647,2014,11,63,0,12.220966184120165
1000000,3,2.5,2044,5610,2.0,0,0,4,9,2044,0,98033,47.6791,-122.209,2440,5610,2015,1,19,0,13.815511557963774
305000,2,1.0,860,7250,1.0,0,0,3,6,860,0,98133,47.7206,-122.35,1270,7250,2014,8,65,0,12.628070334272698
650000,3,2.75,1540,1251,2.0,0,0,3,8,1230,310,98102,47.6298,-122.321,1540,1287,2014,11,12,0,13.384729180332174
190000,2,1.0,670,3101,1.0,0,0,4,6,670,0,98118,47.5546,-122.274,1660,4100,2015,3,67,0,12.154784614286667
718000,5,2.75,2930,7663,2.0,0,0,3,9,2930,0,98056,47.5308,-122.184,2750,10335,2014,10,1,0,13.484226240787052
470000,3,2.0,1730,38884,1.0,0,0,3,8,1730,0,98038,47.4164,-121.951,2130,91040,2014,6,17,0,13.060490101343552
756000,3,2.5,2160,7525,2.0,0,0,3,9,2160,0,98052,47.6608,-122.145,2470,7941,2014,8,28,0,13.535797977912118
550000,2,1.0,950,4080,1.0,0,0,4,7,950,0,98117,47.6765,-122.384,1120,4080,2014,12,90,0,13.217675375388819
520000,3,2.0,1670,8800,1.0,0,0,4,7,1150,520,98008,47.6096,-122.132,2020,8250,2014,11,53,0,13.161586013632684
2750000,4,3.25,4430,21000,2.0,0,0,3,10,4430,0,98039,47.6398,-122.237,3930,20000,2014,5,62,1,14.827111833279051
266950,3,2.5,1920,4803,2.0,0,0,3,7,1920,0,98042,47.3745,-122.127,2240,5231,2014,10,9,0,12.49482039994117
249950,3,2.0,1670,4438,1.0,0,0,3,7,1670,0,98022,47.1948,-121.974,1670,4558,2014,11,0,0,12.429020177633873
198000,3,1.0,860,5185,1.0,0,0,4,6,860,0,98042,47.3634,-122.086,1120,5494,2015,4,47,0,12.19602736016897
521000,3,3.25,1460,1254,3.0,0,0,3,8,1460,0,98103,47.6535,-122.353,1400,1255,2014,10,14,0,13.163507240119458
302000,4,1.75,2020,7865,1.0,0,0,4,7,1010,1010,98059,47.5008,-122.162,1650,7865,2014,5,51,0,12.618185607609803
531000,2,1.5,1260,6660,1.5,0,0,4,7,1260,0,98115,47.6792,-122.287,2140,4770,2014,11,88,0,13.182519183461475
680000,3,2.5,2570,3600,2.5,0,0,3,9,2570,0,98027,47.5412,-121.994,2570,3600,2014,6,7,0,13.429849547739444
229000,4,1.5,1820,22814,1.5,0,0,3,7,1820,0,98125,47.7321,-122.296,1770,9150,2014,12,94,0,12.34148164933907
312000,4,2.25,1930,7452,1.0,0,0,3,7,1430,500,98031,47.4098,-122.189,1714,7200,2014,5,30,0,12.650761671914688
660000,2,1.0,960,6263,1.0,0,1,4,6,960,0,98033,47.6646,-122.202,1460,6054,2014,12,72,0,13.399996629152975
275000,2,2.5,1340,5995,2.0,0,0,3,7,1340,0,98028,47.7366,-122.233,1540,6616,2015,1,26,0,12.524530013005734
839000,3,2.5,3200,203425,1.0,0,0,3,10,3200,0,98077,47.7614,-122.015,3200,203425,2014,6,14,0,13.639967177343745
541800,4,2.5,3118,7866,2.0,0,2,3,9,3118,0,98001,47.2931,-122.264,2673,6500,2014,10,0,0,13.20265405433095
485000,3,1.0,1020,9835,1.0,0,0,5,7,1020,0,98006,47.5728,-122.179,1210,9622,2015,4,60,0,13.091906231773164
350000,3,2.75,2370,4632,2.0,0,0,3,7,2370,0,98038,47.3794,-122.022,2290,5012,2014,9,12,0,12.765691290604371
270000,2,1.0,1150,3600,1.0,0,0,3,6,1150,0,98144,47.5729,-122.31,1160,4000,2014,7,104,0,12.506180941677357
295000,3,2.0,1760,6092,1.0,0,0,3,7,1760,0,98030,47.3838,-122.184,2590,6255,2014,9,16,0,12.59473402514672
481500,3,1.75,2140,6000,1.0,0,0,3,7,1070,1070,98117,47.6913,-122.366,1240,4650,2014,11,66,0,13.084663587061359
260000,3,1.0,1480,7469,1.5,0,0,3,6,1120,360,98168,47.5048,-122.301,1460,7379,2014,8,74,0,12.468440756144114
252500,3,2.0,1810,10684,2.0,0,0,3,8,1810,0,98058,47.4619,-122.153,2140,9657,2014,11,27,0,12.439170488085749
635000,6,2.5,3880,5700,2.0,0,0,3,7,3880,0,98053,47.6816,-122.038,2620,5070,2014,7,11,0,13.361381852676738
1400000,4,3.25,2980,7000,2.0,0,3,3,10,2140,840,98144,47.5933,-122.292,2200,4800,2014,5,114,1,14.151983508870947
560000,3,2.5,2280,12498,2.0,0,0,4,9,2280,0,98029,47.5688,-122.014,2330,8844,2014,11,27,0,13.235693848424024
350000,3,1.75,2130,7500,1.0,0,0,4,7,1090,1040,98166,47.4593,-122.343,1590,7500,2014,10,58,0,12.765691290604371
269950,4,2.5,2540,8400,2.0,0,0,5,7,2540,0,98032,47.3754,-122.277,1600,8050,2014,6,37,0,12.505995740029274
482000,3,2.25,1710,21485,2.0,0,0,3,7,1710,0,98074,47.6198,-122.053,1680,21485,2014,7,25,0,13.085701467719382
776000,2,2.0,1990,6180,1.0,0,0,4,7,1010,980,98115,47.6792,-122.303,1470,5150,2015,4,74,0,13.561909087824318
171000,4,2.0,1520,19672,1.0,0,0,3,6,1020,500,98188,47.4683,-122.281,1810,7840,2014,6,94,0,12.049424683420915
199950,1,1.5,1048,4800,1.0,0,0,3,7,1048,0,98055,47.4759,-122.212,950,4800,2014,8,72,0,12.20582761551277
760500,4,2.25,2310,36136,2.0,0,0,4,9,2310,0,98072,47.7506,-122.122,3930,36136,2015,2,38,0,13.541732705605012
763776,4,2.5,2750,16139,2.0,0,0,3,9,2750,0,98075,47.5843,-122.06,2810,13093,2014,8,25,0,13.546031140725239
264000,3,2.25,1552,3677,2.0,0,0,3,7,1552,0,98092,47.3205,-122.178,1677,3677,2015,5,3,0,12.483708170000067
425000,2,1.0,620,4455,1.0,0,0,3,6,620,0,98117,47.6877,-122.395,1180,5000,2015,4,88,0,12.959846800844963
270000,3,2.0,1300,1920,2.0,0,0,3,8,850,450,98126,47.5183,-122.376,1300,1344,2014,8,8,0,12.506180941677357
627800,4,1.75,2010,12044,1.0,0,0,3,9,2010,0,98074,47.6446,-122.068,2200,11144,2015,3,33,0,13.34997851625269
520000,3,2.25,1210,1250,3.0,0,0,3,8,1210,0,98107,47.6722,-122.384,1780,5000,2014,7,0,0,13.161586013632684
213500,3,1.0,1220,6000,1.0,0,0,4,7,1220,0,98002,47.3245,-122.209,1420,6000,2014,8,46,0,12.271396795480596
299500,3,1.0,1190,9600,1.0,0,0,3,7,1190,0,98045,47.4805,-121.762,1360,10140,2014,12,33,0,12.60987303543023
749950,4,2.5,2370,2971,2.0,0,2,3,9,2080,290,98034,47.7064,-122.224,2970,7500,2014,11,6,0,13.527763150044844
595000,3,2.75,2150,31238,2.0,0,0,3,9,2150,0,98014,47.6596,-121.96,2650,38307,2015,3,19,0,13.296318365198623
875000,4,2.25,2380,4876,2.0,0,0,4,9,2240,140,98117,47.6822,-122.4,1780,4559,2014,11,66,0,13.681980308196241
565000,3,1.75,1490,5000,1.0,0,1,3,8,1250,240,98136,47.5257,-122.392,1980,5000,2015,2,61,0,13.244582780038517
398000,3,2.5,1720,1715,2.0,0,0,3,7,1240,480,98136,47.5481,-122.384,1610,1626,2014,6,10,0,12.894209796826232
565000,4,2.5,2280,9725,2.0,0,0,3,8,2280,0,98072,47.7568,-122.141,2140,8780,2014,10,28,0,13.244582780038517
565000,1,1.0,1370,6250,1.5,0,0,4,7,1370,0,98136,47.5571,-122.385,1450,6250,2014,12,93,0,13.244582780038517
333000,4,2.5,1910,9244,1.0,0,0,4,6,1910,0,98059,47.4918,-122.141,2590,9286,2014,6,51,0,12.715900771961074
926250,4,1.75,2390,17717,1.0,0,0,4,8,2390,0,98040,47.5755,-122.218,2390,10730,2015,3,51,0,13.738900535213983
325000,4,2.5,1960,3543,2.0,0,0,3,7,1960,0,98056,47.4849,-122.184,2420,3646,2014,8,10,0,12.691583538230217
399950,3,2.0,1590,87120,1.0,0,3,3,8,1590,0,98022,47.2241,-122.072,2780,183161,2014,7,16,0,12.899097318586382
810000,4,3.5,2700,2868,2.0,0,0,3,11,1920,780,98118,47.5685,-122.286,1430,3858,2015,2,9,0,13.60479076121576
588000,4,2.0,1680,5000,1.0,0,0,3,7,980,700,98115,47.6858,-122.286,1680,6000,2014,6,64,0,13.28448392755959
1150000,6,4.5,6040,219542,2.0,0,0,3,11,4100,1940,98029,47.5622,-122.003,2010,32362,2014,5,18,0,13.955273369904273
294570,3,1.0,1140,8400,1.0,0,0,4,7,1140,0,98059,47.5022,-122.144,1400,9000,2015,3,55,0,12.593275339604514
550000,2,1.0,980,4800,1.0,0,0,4,7,980,0,98103,47.6569,-122.348,1570,2640,2015,3,105,0,13.217675375388819
963990,4,3.25,3830,6765,2.0,0,0,3,9,3830,0,98053,47.685,-122.016,3830,6507,2014,7,0,0,13.778837237449515
426500,4,2.5,2700,6515,2.0,0,0,3,9,2700,0,98058,47.4356,-122.11,2900,6710,2014,7,16,0,12.963369990577007
273000,3,1.0,1500,6250,1.0,0,0,3,6,890,610,98126,47.5365,-122.368,1210,6250,2014,10,69,0,12.51723073716405
580000,4,2.75,2330,6703,1.5,0,0,3,7,1710,620,98177,47.7066,-122.359,2060,7500,2014,7,31,0,13.270785106659046
1110000,4,1.5,2310,13300,1.0,0,0,3,7,1890,420,98004,47.6232,-122.21,2840,12744,2014,5,64,0,13.919871474189012
1175000,4,3.25,4060,20822,2.0,0,0,3,10,4060,0,98077,47.7213,-122.055,4170,23958,2014,12,23,0,13.976779556623864
165000,3,1.0,1380,7334,1.0,0,0,3,7,980,400,98055,47.4339,-122.192,1910,7859,2015,5,34,0,12.013706813470414
175000,3,1.0,1010,7034,1.0,0,0,3,7,1010,0,98055,47.49,-122.22,1440,10994,2014,5,60,0,12.07254696717504
558000,4,3.25,3160,8876,2.0,0,0,3,9,2460,700,98056,47.5153,-122.178,2900,10000,2015,3,18,0,13.232116033476537
489000,4,2.0,2120,11479,1.0,0,0,4,7,1060,1060,98125,47.7084,-122.303,1540,11000,2014,6,74,0,13.100119813444692
245000,3,2.5,1770,6187,2.0,0,0,3,7,1770,0,98031,47.4034,-122.189,1650,7200,2015,3,23,0,12.409017571151187
920000,3,1.75,3670,11884,1.0,0,2,4,9,1950,1720,98006,47.5604,-122.133,3020,9747,2014,10,35,0,13.732130035981154
680000,4,2.5,2980,8770,2.0,0,0,3,10,2980,0,98075,47.5814,-122.029,2940,9238,2014,12,24,0,13.429849547739444
565000,3,1.75,1720,2218,1.5,0,0,3,7,1270,450,98103,47.649,-122.335,1130,1600,2014,7,83,1,13.244582780038517
326000,2,1.0,1210,7440,1.0,0,0,3,6,780,430,98155,47.7376,-122.322,1070,7440,2015,3,75,0,12.694655727828803
425000,4,2.75,2440,15349,2.0,0,1,4,7,2440,0,98198,47.4117,-122.333,2280,9250,2014,6,57,0,12.959846800844963
251700,3,2.25,1810,11800,1.0,0,0,3,7,1240,570,98178,47.4997,-122.231,1810,5641,2014,9,37,0,12.435997154099226
653750,4,2.5,2460,4166,2.0,0,0,3,9,2460,0,98034,47.7072,-122.232,2460,4964,2014,7,11,0,13.390481823996812
